id,insult
603,1
604,0
605,0
606,1
607,1
608,1
609,0
610,1
611,1
612,1
613,1
614,0
615,1
616,0
617,0
618,1
619,0
620,1
621,1
622,1
623,1
624,0
625,0
626,1
627,1
628,1
629,0
630,1
631,0
632,0
633,1
634,1
635,0
636,0
637,0
638,0
639,0
640,0
641,1
642,1
643,0
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,0
652,1
653,0
654,1
655,1
656,1
657,0
658,1
659,1
660,1
661,1
662,0
663,1
664,1
665,0
666,1
667,1
668,0
669,0
670,1
671,0
672,0
673,1
674,1
675,0
676,0
677,0
678,0
679,0
680,1
681,0
682,0
683,1
684,1
685,1
686,0
687,0
688,1
689,0
690,0
691,1
692,0
693,0
694,1
695,1
696,1
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,0
705,1
706,1
707,0
708,1
709,1
710,0
711,0
712,0
713,0
714,1
715,0
716,1
717,1
718,0
719,1
720,0
721,1
722,0
723,1
724,0
725,1
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,1
735,0
736,1
737,0
738,1
739,1
740,1
741,1
742,0
743,0
744,0
745,1
746,1
747,1
748,1
749,1
750,0
751,1
752,0
753,0
754,0
755,0
756,0
757,0
758,1
759,0
760,1
761,0
762,1
763,0
764,1
765,0
766,0
767,1
768,0
769,0
770,1
771,1
772,1
773,0
774,1
775,1
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,1
784,0
785,0
786,0
787,1
788,1
789,1
790,0
791,0
792,1
793,1
794,1
795,1
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,1
809,1
810,0
811,1
812,1
813,1
814,0
815,0
816,1
817,0
818,1
819,0
820,0
821,0
822,0
823,1
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,1
833,1
834,0
835,1
836,1
837,0
838,1
839,1
840,0
841,0
842,1
843,1
844,0
845,0
846,0
847,1
848,0
849,1
850,0
851,1
852,1
853,1
854,0
855,1
856,0
857,1
858,1
859,1
860,1
861,0
862,0
863,1
864,0
865,1
866,1
867,1
868,0
869,1
870,1
871,0
872,1
873,0
874,0
875,1
876,0
877,1
878,0
879,0
880,0
881,0
882,1
883,1
884,1
885,0
886,0
887,0
888,1
889,0
890,0
891,1
892,1
893,0
894,0
895,0
896,0
897,0
898,1
899,1
900,0
901,0
902,1
903,0
904,1
905,1
906,1
907,0
908,1
909,0
910,1
911,1
912,0
913,1
914,1
915,1
916,0
917,1
918,0
919,0
920,1
921,1
922,1
923,1
924,0
925,1
926,1
927,0
928,1
929,1
930,1
931,1
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,0
940,0
941,0
942,0
943,1
944,1
945,0
946,1
947,0
948,0
949,0
950,1
951,1
952,0
953,1
954,1
955,1
956,0
957,1
958,1
959,0
960,1
961,1
962,1
963,0
964,0
965,1
966,1
967,1
968,1
969,0
970,0
971,0
972,0
973,0
974,1
975,1
976,1
977,0
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,0
987,0
988,0
989,1
990,0
991,0
992,1
993,1
994,0
995,1
996,0
997,0
998,1
999,1
1000,0
1001,1
1002,0
1003,1
1004,0
1005,1
1006,0
1007,0
1008,1
1009,0
1010,1
1011,0
1012,1
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,0
1023,0
1024,0
1025,1
1026,1
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,0
1034,1
1035,0
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,0
1043,1
1044,1
1045,1
1046,0
1047,1
1048,1
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,1
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,1
1065,1
1066,1
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,0
1074,1
1075,0
1076,1
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,1
1111,0
1112,1
1113,0
1114,1
1115,0
1116,0
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,1
1136,0
1137,1
1138,0
1139,0
1140,0
1141,0
1142,0
1143,1
1144,1
1145,1
1146,0
1147,1
1148,0
1149,0
1150,0
1151,1
1152,0
1153,1
1154,0
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,0
1162,1
1163,1
1164,1
1165,0
1166,1
1167,1
1168,0
1169,1
1170,0
1171,1
1172,1
1173,1
1174,1
1175,0
1176,1
1177,1
1178,1
1179,0
1180,0
1181,0
1182,1
1183,1
1184,1
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,1
1192,0
1193,0
1194,1
1195,1
1196,0
1197,1
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,0
1211,1
1212,1
1213,1
1214,0
1215,1
1216,1
1217,1
1218,1
1219,0
1220,1
1221,1
1222,0
1223,1
1224,0
1225,1
1226,1
1227,0
1228,0
1229,0
1230,1
1231,1
1232,0
1233,1
1234,1
1235,1
1236,0
1237,1
1238,0
1239,0
1240,0
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,1
1253,1
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,1
1262,0
1263,0
1264,1
1265,1
1266,0
1267,1
1268,0
1269,1
1270,1
1271,1
1272,1
1273,1
1274,0
1275,0
1276,0
1277,1
1278,1
1279,0
1280,0
1281,1
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,0
1290,1
1291,0
1292,0
1293,0
1294,0
1295,1
1296,0
1297,1
1298,0
1299,1
1300,1
1301,0
1302,0
1303,0
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,0
1311,1
1312,0
1313,1
1314,0
1315,1
1316,1
1317,0
1318,1
1319,1
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,0
1327,1
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,1
1336,0
1337,1
1338,1
1339,1
1340,0
1341,0
1342,0
1343,0
1344,1
1345,1
1346,1
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,1
1354,0
1355,1
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,0
1364,1
1365,1
1366,1
1367,0
1368,0
1369,1
1370,1
1371,1
1372,1
1373,0
1374,0
1375,0
1376,1
1377,1
1378,0
1379,0
1380,1
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,1
1388,1
1389,1
1390,0
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,0
1398,1
1399,0
1400,0
1401,1
1402,0
1403,1
1404,1
1405,1
1406,1
1407,0
1408,0
1409,0
1410,0
1411,0
1412,1
1413,0
1414,1
1415,0
1416,0
1417,1
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,0
1436,1
1437,1
1438,1
1439,0
1440,1
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,1
1450,0
1451,1
1452,0
1453,1
1454,0
1455,0
1456,1
1457,0
1458,1
1459,1
1460,1
1461,0
1462,0
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,1
1475,1
1476,1
1477,1
1478,1
1479,0
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,0
1490,1
1491,0
1492,0
1493,0
1494,1
1495,1
1496,0
1497,0
1498,0
1499,1
1500,0
1501,0
1502,1
1503,0
1504,0
1505,1
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,1
1518,1
1519,1
1520,0
1521,1
1522,0
1523,1
1524,0
1525,1
1526,1
1527,1
1528,1
1529,0
1530,0
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,0
1539,0
1540,0
1541,1
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,1
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,0
1556,1
1557,0
1558,1
1559,0
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,1
1567,0
1568,0
1569,1
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,0
1583,0
1584,0
1585,0
1586,1
1587,0
1588,1
1589,0
1590,0
1591,1
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,1
1607,1
1608,0
1609,0
1610,1
1611,0
1612,0
1613,1
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,1
1635,1
1636,1
1637,0
1638,0
1639,0
1640,1
1641,0
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,0
1649,1
1650,1
1651,0
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,0
1660,0
1661,1
1662,1
1663,0
1664,0
1665,1
1666,1
1667,0
1668,1
1669,1
1670,0
1671,1
1672,1
1673,0
1674,1
1675,0
1676,1
1677,1
1678,1
1679,0
1680,0
1681,0
1682,1
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,0
1690,0
1691,0
1692,0
1693,1
1694,0
1695,1
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,1
1703,0
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,0
1713,0
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,0
1721,0
1722,0
1723,1
1724,0
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,0
1737,0
1738,1
1739,1
1740,1
1741,1
1742,0
1743,0
1744,0
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,0
1753,1
1754,1
1755,1
1756,1
1757,1
1758,0
1759,0
1760,0
1761,0
1762,0
1763,1
1764,1
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,1
1772,0
1773,1
1774,1
1775,1
1776,1
1777,0
1778,1
1779,1
1780,1
1781,0
1782,0
1783,1
1784,0
1785,1
1786,1
1787,1
1788,0
1789,1
1790,1
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,1
1798,0
1799,0
1800,1
1801,0
1802,1
1803,1
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,0
1811,1
1812,1
1813,0
1814,1
1815,1
1816,1
1817,0
1818,1
1819,0
1820,1
1821,1
1822,1
1823,1
1824,0
1825,0
1826,0
1827,1
1828,1
1829,1
1830,0
1831,0
1832,1
1833,1
1834,1
1835,0
1836,0
1837,1
1838,1
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,1
1853,0
1854,1
1855,0
1856,0
1857,1
1858,1
1859,1
1860,1
1861,0
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,1
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,1
1877,1
1878,1
1879,1
1880,1
1881,0
1882,0
1883,1
1884,0
1885,1
1886,0
1887,1
1888,1
1889,1
1890,0
1891,0
1892,0
1893,0
1894,1
1895,0
1896,0
1897,0
1898,1
1899,0
1900,0
1901,0
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,1
1914,1
1915,0
1916,0
1917,1
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,1
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,1
1932,0
1933,1
1934,1
1935,0
1936,1
1937,0
1938,0
1939,1
1940,1
1941,1
1942,0
1943,0
1944,0
1945,0
1946,1
1947,0
1948,1
1949,1
1950,0
1951,1
1952,0
1953,1
1954,0
1955,1
1956,0
1957,1
1958,1
1959,1
1960,1
1961,0
1962,0
1963,1
1964,1
1965,0
1966,0
1967,1
1968,1
1969,1
1970,1
1971,1
1972,0
1973,0
1974,0
1975,0
1976,1
1977,0
1978,1
1979,0
1980,1
1981,0
1982,1
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,1
1990,1
1991,0
1992,0
1993,1
1994,1
1995,1
1996,1
1997,0
1998,0
1999,1
2000,1
2001,0
2002,0
2003,1
2004,0
2005,0
2006,0
2007,0
2008,1
2009,1
2010,0
2011,0
2012,0
2013,1
2014,1
2015,0
2016,1
2017,1
2018,0
2019,0
2020,0
2021,0
2022,0
2023,1
2024,0
2025,1
2026,0
2027,0
2028,1
2029,0
2030,0
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,1
2038,0
2039,1
2040,1
2041,0
2042,0
2043,1
2044,0
2045,1
2046,0
2047,0
2048,1
2049,1
2050,1
2051,0
2052,1
2053,0
2054,1
2055,0
2056,1
2057,0
2058,0
2059,1
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,1
2067,1
2068,1
2069,1
2070,0
2071,0
2072,1
2073,0
2074,1
2075,0
2076,0
2077,1
2078,0
2079,0
2080,1
2081,1
2082,0
2083,0
2084,1
2085,0
2086,0
2087,1
2088,0
2089,1
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,1
2097,1
2098,0
2099,0
2100,0
2101,1
2102,1
2103,1
2104,1
2105,0
2106,1
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,1
2114,0
2115,0
2116,1
2117,0
2118,1
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,1
2126,0
2127,1
2128,0
2129,1
2130,0
2131,1
2132,0
2133,0
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,0
2143,0
2144,1
2145,0
2146,0
2147,1
2148,1
2149,0
2150,0
2151,0
2152,0
2153,0
2154,1
2155,1
2156,1
2157,0
2158,1
2159,0
2160,0
2161,0
2162,1
2163,1
2164,0
2165,1
2166,0
2167,0
2168,1
2169,1
2170,1
2171,1
2172,1
2173,0
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,0
2188,1
2189,0
2190,1
2191,0
2192,0
2193,1
2194,0
2195,0
2196,1
2197,0
2198,0
2199,1
2200,1
2201,1
2202,0
2203,1
2204,1
2205,1
2206,1
2207,0
2208,1
2209,1
2210,0
2211,0
2212,1
2213,1
2214,0
2215,0
2216,1
2217,1
2218,0
2219,0
2220,0
2221,0
2222,1
2223,1
2224,1
2225,1
2226,1
2227,0
2228,1
2229,0
2230,0
2231,1
2232,1
2233,0
2234,1
2235,0
